© 2000-2026 QIAGEN. All rights reserved.

Analysis Details for My Projects->KKH_SCpops_tagseq->MDA-MB-231_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:58 AM->matched_F_C1C4_vs_MPV_lfc
Workspace	My Projects
Project	KKH_SCpops_tagseq
Analysis	matched_F_C1C4_vs_MPV_lfc
Date	Mon Aug 10 09:59:06 PDT 2026
Analysis ID	43603594

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
(confidence = Experimentally Observed) AND
(data sources = An Open Access Database of Genome-wide Association Results OR BIND OR BioGRID OR Catalogue Of Somatic Mutations In Cancer (COSMIC) OR Chemical Carcinogenesis Research Information System (CCRIS) OR Clinical Genome Resource (ClinGen) OR ClinicalTrials.gov OR ClinVar OR Cognia OR DIP OR DrugBank OR Gene Ontology (GO) OR GVK Biosciences OR Hazardous Substances Data Bank (HSDB) OR HumanCyc OR Ingenuity Expert Findings OR Ingenuity ExpertAssist Findings OR IntAct OR Interactome studies OR MIPS OR miRBase OR miRecords OR Mouse Genome Database (MGD) OR Obesity Gene Map Database OR Online Mendelian Inheritance in Man (OMIM) OR Reactome OR TarBase OR TargetScan Human OR TargetScan Mouse)

Canonical Pathways for My Projects->KKH_SCpops_tagseq->MDA-MB-231_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:58 AM->matched_F_C1C4_vs_MPV_lfc
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Cancer, Organismal Injury and Abnormalities, Renal and Urological Disease	renal cancer	Renal cancer	1.30E-12	 	-0.113	 	-0.112	RPS24,SMURF2,TSPO,ARRB2,RPL26,RPL9,ATP5F1C,PNISR,RPS19,SDHB,PLRG1,H2AZ1,PARD6B,LAMB3,TNC,SCD,GPS2,PABPC1,RIGI,RCC2,MYL9,CLOCK,RHBDF2,NDUFS4,SOD2,DPP7,RIN1,CWC27,MYLK,CANT1,ZFAS1,EHD2,PPP4R3B,CENPE,COX6C,ZNF217,UFSP2,ADH5,S100A11,FLG,SLC20A1,NPC2,GPX1,WT1,TP53,SERINC2,DNASE2,PYGB,RPL38,KRT8,CD68,NDUFA11,PRDX2,CLMN,CDK6,FOXO1,TPX2,APOL1,DHX30,SIPA1L3,SRSF1,RACK1,PLAUR,S100A6,PLIN2,BAK1,ARPIN,NDUFB4,NDUFS2,SLC7A11,GGT5,HSPA9,IFIT3,TET2,HSP90AB1,HRAS,PYCARD,AURKB,GIPC1,MT1E,RPL7A,HINT1,NFATC2,CHD1,ZMAT5,THBS1,ATP6AP1,PABPN1,LMNA,RPL37,IKBKG,IQGAP3,B3GAT3,FAT1,RBM10,CTSS,KRT7,ARHGAP29,VEGFA,OTUD6B,KHDRBS1,PLXNA1,REST,CDC42EP1,UPF3A,MYC,RPL7,RASSF1,HNRNPH1,NCL,LBH,P4HB,CCT6A,TRAF2,MT2A,VDAC1,CISD3,RPL35A,NQO1,LAMA5,BSG,ETV4,TCERG1,ENO2,PLXNB2,ARPC4,RAB1A,FGFR1OP2,RHOBTB3,IGFBP6,LIPA,IRS2,ACADVL,GDF15,TREX1,PALLD,RPL30,SDHA,HAGH,CDC20,ID3,EEF1B2,NDUFV1,ATP5ME,IGFBP1,TUBG1,CAV1,IGFBP7,PRMT2,MRPL51,TIMP3,NAT10,HMGA1,TUBB2A,NSD2	155	
Cellular Movement	migration	Migration of breast cancer cell lines	1.50E-12	 	0.610	 	0.536	GIPC1,GNA11,CCN2,ARRB2,ESRRA,ECM1,LAMB3,BCKDK,FADS1,FADS2,CD81,IL32,VEGFA,SPAG9,GRINA,PABPC1,TFAP2A,ANXA1,KHDRBS1,AGTRAP,RBMS3,PLXNA1,MYC,AHR,ZC3HAV1,NRP1,ZFAS1,EHD2,MARK4,ZNF217,S100A11,VDAC1,F2RL1,WBP2,LMO7,NQO1,TP53,BSG,G3BP2,CERS6,NDUFAF3,KRT8,CCAR2,TRIM11,GDF15,ID1,RACK1,PALLD,PLAUR,PXN,SP1,ARRDC3,IGFBP1,CAV1,HSPA9,KDM1A,EMP1,SDC4,EIF4E,HMGA1,HRAS,ICAM1	62	
Cancer, Organismal Injury and Abnormalities, Respiratory Disease	lung metastasis	Lung metastasis of cells	1.50E-12	 	-0.654	 	-0.738	PSPH,NFATC2,S100A2,SMURF2,PNN,TSPO,THBS1,LMNA,NCF2,IFNGR1,H2AZ1,BMP4,SCD,BCKDK,CD81,KRT7,BCAT1,EEF1A1,IL32,PFDN1,RAB31,PABPC1,SOCS2,GRSF1,TFAP2A,ANXA1,SOD2,MYC,NRP1,EIF3H,INPP4B,ZFAS1,EHD2,DANCR,ZNF217,ASAH1,SEC62,CKB,NQO1,CD82,TP53,USP36,G3BP2,CFL1,ETV4,SEPTIN11,KRT8,SLC1A5,RHOBTB3,PRDX2,CDK6,UGDH,ICAM2,DDX24,TXN,PLAUR,CAV1,SLC7A11,KDM1A,PRMT2,ARHGEF1,ZBTB7A,GPRC5A,HNRNPA2B1,HRAS	65	
Organismal Injury and Abnormalities	toxicity process	Toxicity process	1.57E-12	 	-0.295	 	-0.323	GIPC1,PPP1R9B,CCN2,TSPO,GRN,IFNGR1,BMP4,TNC,SCD,RPS6KA4,CTSS,CD74,RAB31,VEGFA,IRF3,ODC1,FSTL1,ANXA1,RPL7,AHR,SLC25A4,MT2A,F2RL1,PKN1,FAF2,IFIT2,UPP1,NQO1,TP53,KRT8,ISG15,LAMP2,GPAT3,MIF,EIF4EBP1,NPM1,CBR1,PINK1,MICOS10,LOXL4,TXNRD1,HAGH,HADH,PPP3CA,ABCG2,CDA,IGFBP1,TUBG1,CAV1,SLC7A11,PPIA,ATF4,IFIT3,EMP1,CSK,TIMP3,SERPINA1,HSP90AB1,SLC27A5,TUBB2A,ICAM1	61	
Cell Death and Survival, Organismal Injury and Abnormalities	apoptosis	Apoptosis of epithelial cells	1.58E-12	 	0.127	 	0.160	THBS1,ARRB2,MTFP1,IKBKG,GRN,IFNGR1,ARGLU1,CTSS,CCNI,VEGFA,IRF3,AATF,BAD,SOD2,MYC,AHR,NCL,MYLK,EIF3H,PMAIP1,TRAF2,SLC20A1,TP53,TGFBI,FKBP4,LDLR,KRT8,PLXNB2,RGMB,PRDX1,CDK6,MIF,FOXO1,NPM1,UGDH,PINK1,IRS2,GDF15,ID1,MAP3K11,TXN,PLAUR,TRAPPC1,PPP3CA,BAK1,IGFBP1,CAV1,TIMP3,EIF4E,HRAS	50	
Cancer, Hematological Disease, Organismal Injury and Abnormalities	hematologic cancer	Hematologic cancer	1.67E-12	 	-0.446	 	-0.420	GNA11,RPS24,SMURF2,HNRNPD,STX3,PNISR,GRN,DNAJC21,LUC7L3,ECM1,MAGED1,LAMB3,TNC,WDR1,RASSF7,TRAF1,GPS2,MARCHF4,BCAT1,EEF1A1,NECTIN1,OASL,CLMP,PABPC1,BOD1L1,GBA1,RBMS3,SOD2,AHR,FBXO21,FAM171A1,NRP1,IFI35,CANT1,BCLAF1,SET,CENPE,ZNF217,PMAIP1,MRPL41,NPC2,POLR1D,TGFBI,DNASE2,PYGB,KRT8,CD68,NDUFA11,CDK6,RPL41,TPX2,CHLSN,RPS25,UNC13D,SRSF1,ANTXR2,RBPJ,WDR74,FOXRED1,PPP3CA,ABCG2,BAK1,ACSS2,CTSH,MYO5A,SLC7A11,GGT5,IFIT3,ITPR3,CELF2,CSF1,PRP4K,MAP1S,PRPF40A,PLAAT4,TET2,CEP250,CHMP5,EIF4E,HSP90AB1,SLC27A5,ZBTB7A,PYCARD,AURKB,CHST15,PFKL,PSPH,TCEAL3,RPL7A,NFKBIE,THBS1,LMNA,CABLES1,MRPS27,RPL37,IKBKG,ADRM1,PACS1,ATP1B3,MGST3,PTPRS,ISG20,CTSS,SEPTIN8,SLC12A9,IL32,PLEKHO1,UNG,VEGFA,SPAG9,PSME1,MGST1,BAD,GMPPA,MYC,RPL7,RASSF1,TMEM38A,HNRNPH1,SREK1,PIGG,PSMB6,GMPR2,TRAF2,CSNK1A1,F11R,IFI27,CISD3,LMO7,GPR137,NQO1,LAMA5,AMMECR1,SPCS1,LARP1,ACSL1,ABTB1,PRDX1,RPL31,GPAT3,CFAP97,UTP4,IRS2,PALLD,CDK9,NDUFV1,AIMP1,UBE2D3,PPIA,ANKRD13D,DHCR24,IGFBP7,HBS1L,TUBB2A,ICAM1,CBX5,SLAIN2,PNN,TSPO,RPS19,NOP16,PPID,LANCL2,XRCC3,FCGRT,PGM1,SREK1IP1,PDLIM5,AHI1,RIGI,RCC2,SOCS2,MYL9,GRSF1,TFAP2A,NDUFS4,GNB2,COXFA4,RFC1,PEX6,EIF2A,EHD2,TMA16,FGD1,PSMB9,PPP4R3B,IDH2,FLG,MICA,LMF2,SRGN,LY6E,LIMCH1,IFIT2,BIRC3,WT1,CD82,TP53,RALY,SERINC2,USP36,CST3,DDX18,CFL1,ISG15,ADAMTS9,WDR13,RAN,EIF4EBP1,FOXO1,NPM1,U2AF2,SLC29A2,SIPA1L3,PINK1,TCOF1,ID1,RACK1,ANXA3,SNX21,TXNRD1,TCEA3,NEXN,NDUFS2,KDM1A,SUZ12,CSK,ARHGEF1,SERPINA1,C15orf39,HNRNPA2B1,HRAS,TFDP1,PPP1R9B,FILIP1L,CEP57,ASF1B,NFATC2,IFIT1,SAC3D1,ATL1,CHD1,CEMIP,DCTN2,ATP6AP1,IFNGR1,IQGAP3,OCIAD2,PNPLA2,ANP32B,ANKRD9,LAMTOR2,FAT1,PAICS,VPS35L,CD74,CDH4,ODC1,IFI44,SLC37A2,OAS2,ANXA1,KHDRBS1,PDGFC,PLXNA1,UPF3A,SH3D19,MADD,IFIH1,GLCCI1,TUBA1B,INPP4B,SRP72,LBH,ETF1,P4HB,RFTN1,NIPA2,VDAC1,RPL34,STXBP2,ASAH1,TMEM132A,PCYT2,ZSWIM8,LDLR,FKBP8,TCERG1,ENO2,PLXNB2,RGMB,HNRNPH3,CTSA,NMT2,RHOBTB3,METAP1,MIF,PLEKHM1,GDF15,PPP1CA,SDHA,CDC20,ID3,MAP9,CDA,TUBG1,CAV1,PRKCSH,ATF4,CCNH,PRMT2,MRPL51,DDX46,TIMP3,RPS23,SNRPD3,HMGA1,TRA2B,NSD2,FAM50A	320	
Neurological Disease, Organismal Injury and Abnormalities	progressive motor neuropathy	Progressive motor neuropathy	1.88E-12	 	0.509	 	0.512	IFRD1,SMURF2,TSPO,FLOT2,GRN,BMP4,MAGED1,TNC,RPS3A,BCKDK,WDR1,GPS2,MDH1,FCGRT,CLCN3,EEF1A1,PDLIM5,AHI1,RIGI,TFAP2A,GBA1,NDUFS4,GNB2,RBMS3,SOD2,AHR,HNRNPA1,MCCC2,FAM171A1,ZC3HAV1,IFI35,SCAP,FST,PSMB9,SLCO4A1,ATP6V0D1,LY6E,FAF2,GPX1,BIRC3,TP53,AREG,CST3,ISG15,CISD2,CD68,LAMP2,PRDX2,RAN,FOXO1,UNC13D,PINK1,ANXA3,S100A6,PPP3CA,PLIN2,ABCG2,SP1,ARRDC3,ITPR3,CELF2,CSF1,CHMP5,HSP90AB1,PYCARD,UBE2S,NFATC2,S100A2,IFIT1,BICD2,HSPA1A,LMNA,NCF2,IKBKG,CTSD,CTSS,CD74,PFDN1,TST,PSME1,BAD,ANXA1,PDGFC,UPF3A,HNRNPH1,NCL,TUBA1B,INPP4B,LBH,F2RL1,TMEM132A,NQO1,LAMA5,BSG,ECH1,LDLR,ACSL1,ENO2,PRDX1,CHCHD2,RPL31,MIF,PLEKHM1,GCLC,CAV1,PPIA,ATF4,DHCR24,EMP1,DDX46,GPRC5A	111	
Inflammatory Response	inflammatory response	Inflammatory response	2.22E-12	 	0.535	 	0.476	GNA11,NFATC2,IFIT1,NFKBIE,THBS1,IKBKG,ESRRA,RPS19,GRN,IFNGR1,ECM1,CREB3,TMED2,TNC,GPS2,CTSS,CD74,VEGFA,OASL,IRF3,CORO1C,ODC1,RIGI,IFI44,CLOCK,TAPBP,OAS2,GBA1,ANXA1,NDUFS4,GNB2,SOD2,MYC,AHR,ZC3HAV1,IFIH1,NCL,IFI35,MYLK,ABHD12,PSMB9,FLG,MICA,F11R,STXBP2,F2RL1,LY6E,IFI27,TTC1,GPX1,IFIT2,BIRC3,RARRES2,TP53,BSG,DNASE2,SKIC2,CAPG,CST3,CERS6,LDLR,ISG15,RGMB,SLC1A5,CTSA,MIF,UNC13D,LIPA,PINK1,TREX1,TXN,PLAUR,VIPR1,PLIN2,ABCG2,CCRL2,TUBG1,CAV1,PPIA,GGT5,IFIT3,PRMT2,CSF1,SERPINA1,SDC4,C15orf39,HMGA1,TUBB2A,PYCARD,ICAM1	90	
Cancer, Hematological Disease, Organismal Injury and Abnormalities	neoplasia	Neoplasia of blood cells	2.47E-12	 	-0.351	 	-0.326	GNA11,RPS24,SMURF2,HNRNPD,STX3,PNISR,GRN,DNAJC21,LUC7L3,ECM1,MAGED1,LAMB3,TNC,WDR1,RASSF7,TRAF1,GPS2,MARCHF4,BCAT1,EEF1A1,NECTIN1,OASL,CLMP,PABPC1,BOD1L1,GBA1,RBMS3,SOD2,AHR,FBXO21,FAM171A1,NRP1,IFI35,CANT1,BCLAF1,SET,CENPE,ZNF217,PMAIP1,MRPL41,NPC2,POLR1D,TGFBI,DNASE2,KRT8,CD68,NDUFA11,CDK6,RPL41,TPX2,CHLSN,RPS25,UNC13D,SRSF1,ANTXR2,RBPJ,WDR74,FOXRED1,PPP3CA,ABCG2,BAK1,ACSS2,CTSH,MYO5A,SLC7A11,GGT5,IFIT3,ITPR3,CELF2,CSF1,PRP4K,MAP1S,PRPF40A,PLAAT4,TET2,CEP250,CHMP5,EIF4E,HSP90AB1,SLC27A5,ZBTB7A,PYCARD,AURKB,CHST15,PFKL,PSPH,TCEAL3,RPL7A,NFKBIE,THBS1,LMNA,CABLES1,MRPS27,RPL37,IKBKG,ADRM1,PACS1,ATP1B3,MGST3,PTPRS,ISG20,CTSS,SEPTIN8,SLC12A9,IL32,UNG,VEGFA,SPAG9,PSME1,MGST1,BAD,GMPPA,MYC,RPL7,RASSF1,TMEM38A,HNRNPH1,SREK1,PIGG,PSMB6,GMPR2,TRAF2,CSNK1A1,F11R,IFI27,CISD3,LMO7,GPR137,NQO1,LAMA5,AMMECR1,LARP1,ACSL1,ABTB1,PRDX1,RPL31,GPAT3,CFAP97,UTP4,IRS2,PALLD,CDK9,NDUFV1,AIMP1,UBE2D3,PPIA,ANKRD13D,DHCR24,IGFBP7,HBS1L,TUBB2A,ICAM1,CBX5,SLAIN2,PNN,TSPO,RPS19,NOP16,PPID,LANCL2,XRCC3,FCGRT,PGM1,PDLIM5,AHI1,RIGI,RCC2,SOCS2,MYL9,GRSF1,TFAP2A,NDUFS4,GNB2,COXFA4,RFC1,PEX6,EIF2A,EHD2,TMA16,FGD1,PSMB9,PPP4R3B,IDH2,FLG,MICA,LMF2,SRGN,LY6E,LIMCH1,IFIT2,BIRC3,WT1,CD82,TP53,RALY,SERINC2,USP36,CST3,DDX18,CFL1,ISG15,ADAMTS9,WDR13,RAN,EIF4EBP1,FOXO1,NPM1,U2AF2,SLC29A2,SIPA1L3,PINK1,TCOF1,ID1,RACK1,ANXA3,SNX21,TXNRD1,TCEA3,NEXN,NDUFS2,KDM1A,SUZ12,CSK,ARHGEF1,SERPINA1,C15orf39,HNRNPA2B1,HRAS,TFDP1,PPP1R9B,FILIP1L,CEP57,ASF1B,NFATC2,IFIT1,SAC3D1,ATL1,CHD1,CEMIP,DCTN2,ATP6AP1,IFNGR1,IQGAP3,OCIAD2,PNPLA2,ANP32B,ANKRD9,LAMTOR2,FAT1,PAICS,VPS35L,CD74,CDH4,ODC1,IFI44,SLC37A2,OAS2,ANXA1,KHDRBS1,PDGFC,PLXNA1,UPF3A,SH3D19,MADD,IFIH1,GLCCI1,TUBA1B,INPP4B,SRP72,LBH,ETF1,P4HB,RFTN1,NIPA2,VDAC1,RPL34,STXBP2,ASAH1,TMEM132A,PCYT2,ZSWIM8,LDLR,FKBP8,TCERG1,ENO2,PLXNB2,RGMB,CTSA,NMT2,RHOBTB3,METAP1,MIF,GDF15,PPP1CA,SDHA,CDC20,ID3,MAP9,CDA,TUBG1,CAV1,PRKCSH,ATF4,CCNH,PRMT2,MRPL51,DDX46,TIMP3,RPS23,SNRPD3,HMGA1,TRA2B,NSD2,FAM50A	314	
Cellular Movement	cell movement	Cell movement of breast cancer cell lines	2.49E-12	 	0.473	 	0.399	GIPC1,GNA11,CCN2,ARRB2,ARPC1B,ESRRA,ECM1,LAMB3,BCKDK,FADS1,FADS2,CD81,IL32,VEGFA,SPAG9,GRINA,PABPC1,TFAP2A,ANXA1,KHDRBS1,AGTRAP,RBMS3,PLXNA1,MYC,AHR,ZC3HAV1,NRP1,ZFAS1,EHD2,MARK4,ZNF217,S100A11,F11R,VDAC1,F2RL1,WBP2,LMO7,NQO1,TP53,BSG,G3BP2,CERS6,NDUFAF3,KRT8,CCAR2,TRIM11,GDF15,ID1,RACK1,PALLD,PLAUR,PXN,SP1,ARRDC3,IGFBP1,CAV1,HSPA9,KDM1A,EMP1,SERPINA1,SDC4,EIF4E,HMGA1,HRAS,ICAM1	65	
Cellular Development, Cellular Growth and Proliferation	cell proliferation	Cell proliferation of hepatoma cell lines	2.52E-12	 	-1.390	 	-1.459	UBE2S,NDUFC1,EIF5B,TSPO,PABPN1,LMNA,ESRRA,GRN,H2AZ1,BMP4,PNPLA2,FADS2,CTSD,CD81,NECTIN1,VEGFA,AKR1C3,FSTL1,ANXA1,MYC,AHR,HNRNPA1,RASSF1,NRP1,EIF3H,BCLAF1,ABHD12,TRAF2,MT2A,VDAC1,F2RL1,SLC20A1,NQO1,TP53,BSG,AREG,LARP1,ISG15,PRDX2,FOXO1,TPX2,DDX24,S100A6,SP1,MAD2L1,TUBG1,CAV1,MIF4GD,SLC7A11,UQCC3,ZBTB7A,HMGA1,HNRNPA2B1,HRAS,NSD2,PFKL	56	
Endocrine System Disorders, Gastrointestinal Disease, Metabolic Disease, Organismal Injury and Abnormalities	non-insulin-dependent diabetes mellitus	Non-insulin-dependent diabetes mellitus	3.08E-12	 	 	 	 	CCN2,ESRRA,GRN,LUC7L3,TCF19,TNC,RPS3A,SCD,WDR1,MDH1,FCGRT,ATXN7L3B,SGCB,PGM1,OASL,PDLIM5,AHI1,CORO1C,SOCS2,MYL9,TAPBP,TFAP2A,GBA1,RBMS3,ZC3HAV1,CWC27,NRP1,ATPSCKMT,MRPS18C,FGD1,PSMB9,IDH2,SLCO4A1,NPC2,CKB,MELTF,POLR1D,WT1,TP53,CLIC1,RALY,USP36,CA12,DDX18,TMEM54,RPL22L1,ADAMTS9,LAMP2,CDK6,RPL41,CCAR2,U2AF2,APOL1,SIPA1L3,NEU1,RBPJ,TXN,S100A6,OTUD4,APOL6,PPP3CA,SSR4,ABCG2,SP1,BAK1,UBASH3B,ACSS2,ARRDC3,CTSH,SLC7A11,CSF1,PRPF40A,RAMP1,HSP90AB1,ZBTB7A,TFDP1,NFATC2,ZMAT5,HSPA1A,PABPN1,CABLES1,PACS1,FADS2,CTSD,PTPRS,CD81,VEGFA,ATP2A2,MGST1,SMIM29,ANXA1,PDGFC,CDC42EP1,MYC,RPL7,RASSF1,IFIH1,SLC25A4,HNRNPH1,MT2A,ASAH1,RARRES2,NQO1,SMARCA5,LAMA5,CERS6,LDLR,ACSL1,RAB1A,PRDX1,RHOBTB3,MIF,TMEM219,GCLC,IRS2,ACADVL,PSMC3,PALLD,ZBED5-AS1,UBE2D3,ARL4C,CCRL2,TUBG1,CAV1,ATF4,IGFBP7,UBE2K,HMGA1	128	
Cancer, Organismal Injury and Abnormalities	neoplasia	Lymphatic system tumor	3.10E-12	 	-0.097	 	-0.093	GNA11,CCN2,SMURF2,HLA-E,STX3,PNISR,DNAJC21,LUC7L3,ECM1,MAGED1,LAMB3,TNC,TRAF1,GPS2,BCAT1,EEF1A1,NECTIN1,OASL,CLMP,PABPC1,BOD1L1,GBA1,SOD2,AHR,FAM171A1,NRP1,IFI35,BCLAF1,CENPE,ZNF217,PMAIP1,MRPL41,NPC2,POLR1D,TGFBI,DNASE2,PYGB,KRT8,CD68,CDK6,TPX2,CHLSN,UNC13D,SRSF1,ANTXR2,RBPJ,WDR74,FOXRED1,PPP3CA,ABCG2,BAK1,CTSH,MYO5A,SLC7A11,IFIT3,ITPR3,CELF2,PRP4K,PLAAT4,TET2,CEP250,EIF4E,HSP90AB1,SLC27A5,ZBTB7A,PYCARD,AURKB,CHST15,PFKL,UBE2S,PSPH,TCEAL3,RPL7A,NFKBIE,THBS1,LMNA,CABLES1,TBC1D16,IKBKG,ADRM1,PACS1,PTPRS,ISG20,CTSS,SLC12A9,IL32,PLEKHO1,UNG,VEGFA,SPAG9,BAD,GMPPA,MYC,RASSF1,TMEM38A,HNRNPH1,PSMB6,TRAF2,CSNK1A1,F11R,CISD3,LMO7,GPR137,NQO1,LAMA5,SPCS1,LARP1,ETV4,SKP1,PRDX1,RPL31,CFAP97,UTP4,IRS2,CDK9,AIMP1,ARL4C,PPIA,ANKRD13D,DHCR24,EMP1,IGFBP7,NAT10,HBS1L,TUBB2A,ICAM1,CBX5,SLAIN2,PNN,TSPO,NOP16,PPID,LANCL2,XRCC3,FCGRT,RPS6KA4,SREK1IP1,PDLIM5,AHI1,RIGI,RCC2,SOCS2,GRSF1,TFAP2A,RHBDF2,RFC1,PEX6,EIF2A,EHD2,TMA16,FGD1,PSMB9,PPP4R3B,IDH2,FLG,MICA,LMF2,LY6E,LIMCH1,IFIT2,BIRC3,WT1,TP53,RALY,USP36,CST3,DDX18,G3BP2,CFL1,ISG15,ADAMTS9,WDR13,RAN,EIF4EBP1,FOXO1,NPM1,TPP1,SLC29A2,SIPA1L3,TCOF1,ID1,RACK1,NEXN,SUZ12,CSK,ARHGEF1,SERPINA1,C15orf39,HNRNPA2B1,HRAS,TFDP1,PPP1R9B,FILIP1L,ASF1B,NFATC2,CHD1,CEMIP,IFNGR1,IQGAP3,OCIAD2,PNPLA2,ANKRD9,FAT1,PAICS,VPS35L,CD74,CDH4,ODC1,IFI44,OAS2,ANXA1,KHDRBS1,PDGFC,PLXNA1,UPF3A,MADD,IFIH1,INPP4B,LBH,P4HB,RFTN1,VDAC1,ASAH1,POLR2B,LDLR,TCERG1,ENO2,PLXNB2,RGMB,HNRNPH3,NMT2,RHOBTB3,MIF,PLEKHM1,GDF15,PPP1CA,SDHA,CDC20,ID3,MAP9,IGFBP1,TUBG1,CAV1,PRKCSH,CCNH,PRMT2,MRPL51,DDX46,TIMP3,SNRPD3,HMGA1,NSD2,FAM50A	253	
Organismal Injury and Abnormalities	non-malignant disorder	Non-malignant disorder	3.14E-12	 	0.491	 	0.545	GNA11,CCN2,SMURF2,RPL9,STX3,SDHB,ECM1,LAMB3,TNC,TRAF1,BCAT1,NECTIN1,OASL,GBA1,OSTC,RBMS3,SOD2,AHR,ZC3HAV1,NRP1,IFI35,BCLAF1,COMMD8,FST,ZNF217,S100A11,EFEMP1,PHF20L1,TGFBI,HLA-DMA,KRT8,CD68,PRDX2,CLMN,CDK6,CHLSN,RPS25,SRSF1,ANTXR2,DDX24,FOXRED1,PPP3CA,ABCG2,BAK1,ACSS2,CTSH,SLC7A11,HSPA9,IFIT3,ITPR3,CELF2,CSF1,TET2,HSP90AB1,PYCARD,AURKB,UBE2S,MT1E,PSPH,THBS1,LMNA,CABLES1,IKBKG,CSRP2,PTPRS,ISG20,KRT7,IL32,UNG,VEGFA,IRF3,SPAG9,MGST1,REST,MYC,RASSF1,PIGG,GMPR2,TRAF2,F2RL1,PKN1,IFI27,LAMA5,BSG,CERS6,ACSL1,ETV4,PRDX1,TMEM219,MICOS10,IRS2,PXN,SLC25A10,PPIA,EMP1,IGFBP7,HBS1L,TUBB2A,ICAM1,SLAIN2,IFRD1,HMGN1,DHRS11,TSPO,RPS19,BMP4,SCD,ALDH3A2,MDH1,FCGRT,RPS6KA4,PDLIM5,MYL9,TFAP2A,MYLK,AP2S1,PSMB9,PPP4R3B,IDH2,MICA,SRGN,LY6E,SNHG32,CKB,WT1,TP53,RALY,SERINC2,AREG,CA12,CST3,EIF4EBP1,FOXO1,TCOF1,NEU1,ID1,ANXA3,PLAUR,S100A6,UBASH3B,SERPINA1,RAMP1,HRAS,TFDP1,HINT1,IFIT1,CHD1,CEMIP,IFNGR1,FADS2,FAT1,CD81,CLEC2D,CD74,CDH4,ODC1,AKR1C3,ATP2A2,SLC37A2,OAS2,ANXA1,PDGFC,MADD,IFIH1,GLCCI1,INPP4B,LBH,ASAH1,UPP1,ZSWIM8,RSBN1L,SKIC2,FKBP8,RRAGD,TCERG1,PLXNB2,RGMB,RNF145,METAP1,IGFBP6,ICAM2,GCLC,GDF15,TREX1,PPP1CA,SDHA,ID3,SUMF2,CCRL2,CDA,IGFBP1,TUBG1,CAV1,ATF4,SNRPF,TIMP3,RPS23,UBE2K,HMGA1,TRA2B	200	
Cellular Response to Therapeutics	sensitivity	Sensitivity of cells	3.17E-12	 	1.238	 	1.337	UBE2S,EIF5B,HINT1,CHD1,RPS24,HMGN1,LMNA,GRN,IQGAP3,LDAF1,ANP32B,SCD,BCKDK,FADS1,XRCC3,FAT1,ATP1B3,ARL2,CLCN3,EEF1A1,PAICS,UNG,RAB31,AKR1C3,GBA1,SOD2,MYC,AHR,HNRNPA1,EIF2A,HNRNPH1,CWC27,PPP1CB,SREK1,IDH2,PMAIP1,P4HB,FLG,CSNK1A1,VDAC1,LMO7,SEC62,GPX1,NORAD,TP53,RALY,CERS6,CFL1,PYGB,FKBP8,PRDX1,CHCHD2,PRDX2,RNF145,CDK6,RAN,TPX2,NPM1,ALKBH7,PXN,TXNRD1,CDC20,ID3,ABCG2,BAK1,VPS18,NOSIP,SLC25A10,CAV1,SLC7A11,KDM1A,DHCR24,GPS1,EIF4E,HRAS,TFDP1,NSD2	77	
Cell Death and Survival, Organismal Injury and Abnormalities, Renal and Urological Disease	necrosis	Necrosis of kidney	3.48E-12	 	0.130	 	0.100	CCN2,DCTN2,THBS1,BICD2,HSPA1A,CABLES1,IKBKG,PPID,TRAF1,CCNI,EEF1A1,IL32,VEGFA,IRF3,ATP2A2,AATF,BAD,ANXA1,GNB2,SOD2,MYC,RASSF1,IFIH1,PMAIP1,MT2A,VDAC1,BIRC3,STRAP,TP53,DPM3,RGMB,MIF,FOXO1,APOL1,PINK1,TREX1,PPP3CA,ABCG2,BAK1,GSTZ1,PPIA,ALDH3B1,EMP1,ITPR3,PRMT2,CSF1,MAP1S,CHMP5,HRAS,PYCARD,ICAM1	51	
