© 2000-2026 QIAGEN. All rights reserved.

Analysis Details for My Projects->KKH_SCpops_tagseq->HCC1806_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:12 AM->matched_F_C6C7_vs_MPV_lfc
Workspace	My Projects
Project	KKH_SCpops_tagseq
Analysis	matched_F_C6C7_vs_MPV_lfc
Date	Mon Aug 10 09:12:32 PDT 2026
Analysis ID	43603415

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
(confidence = Experimentally Observed) AND
(data sources = An Open Access Database of Genome-wide Association Results OR BIND OR BioGRID OR Catalogue Of Somatic Mutations In Cancer (COSMIC) OR Chemical Carcinogenesis Research Information System (CCRIS) OR Clinical Genome Resource (ClinGen) OR ClinicalTrials.gov OR ClinVar OR Cognia OR DIP OR DrugBank OR Gene Ontology (GO) OR GVK Biosciences OR Hazardous Substances Data Bank (HSDB) OR HumanCyc OR Ingenuity Expert Findings OR Ingenuity ExpertAssist Findings OR IntAct OR Interactome studies OR MIPS OR miRBase OR miRecords OR Mouse Genome Database (MGD) OR Obesity Gene Map Database OR Online Mendelian Inheritance in Man (OMIM) OR Reactome OR TarBase OR TargetScan Human OR TargetScan Mouse)

Canonical Pathways for My Projects->KKH_SCpops_tagseq->HCC1806_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:12 AM->matched_F_C6C7_vs_MPV_lfc
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	high-grade lymphoma	High-grade lymphoma	1.86E-12	 	 	 	 	RAE1,NEK2,MAP4K5,PLCE1,UBE3B,USP7,KIFC1,HMGB1,PPP2R5A,MAPKBP1,LAMB3,BCR,EXOSC6,SCP2,CDC6,FTSJ3,MYO10,TOP2A,ESF1,CTNNB1,PABPC1,TBL1XR1,CDC123,SLC25A39,HLA-B,FAS,IQCE,KIAA0319,ERCC1,LPCAT4,WDR3,ACTR2,RMI2,MCM7,FOXP1,YKT6,NPC2,SLC16A1,RGS3,NIN,TGFBI,BTG2,KRT19,YTHDF1,SIN3A,CKAP2,CEP128,UBE3A,MRM2,PRP4K,TET2,RHEB,SLC27A5,ZC3H14,TUBB3,STOX2,EHD1,THBS1,MPRIP,STAT3,FABP5,DIP2C,VSIG10,DMD,PRC1,TMEM30A,CXCL8,MYC,CCND1,FAM83D,RRM2,ANKRD50,TRAF2,ACSS1,NQO1,GNL3,LARP1,NUF2,CHD8,AVEN,HSP90AA1,NSUN2,PAK2,UTP4,CHD1L,CRYBB2,TRIM28,ZNF91,PROM2,NAA35,ACLY,TUBA4A,TUBB2A,MPV17,DSEL,SQSTM1,ADA,NCOR2,EIF3G,GNA13,PRMT5,ASMTL,PNN,FXR1,ATF3,ABL2,GARS1,NOP16,DCK,FERMT1,MKI67,NOL7,NOL12,EZR,KRT5,NFIA,FAM83H,ECI1,PCSK5,NFE2L3,MTHFD1L,MARK1,ETS1,MR1,GNAI1,ST14,BIRC3,EPHA2,CBX4,TP53,PER3,PARP14,POLB,FOXO1,RPN2,SRRM2,POLE4,B2M,AFAP1L2,CHST11,CEBPA,CAMTA1,MAP7D3,SUZ12,CENPF,NDUFA3,SRRT,DHX34,MDM2,TFDP1,CDK1,CDC42BPB,PFKP,PSAT1,ITGAV,MRPL58,CHD1,PSMB5,TUBA1C,NFKBIA,RAI1,CD63,ZFP36L1,NIBAN1,FAT1,DDX42,SPAG5,REL,ADSL,DYNC1H1,SVEP1,PIM1,ASPM,SEMA3D,RPF1,TUBB4B,MFSD11,PSMD1,ATIC,LBH,IKBKE,PLEKHG3,PHGDH,VDAC1,MYD88,DDR1,PSMB1,DHFR,PGK1,PSMD2,BRCA1,KRAS,DDX10,PPAT,AKAP8,TNIP2,ID3,RELA,TNFAIP3,ETV6	200	
Cellular Movement, Immune Cell Trafficking	cell movement	Cell movement of lymphatic system cells	1.87E-12	 	1.768	 	2.021	SATB1,DBNL,GNA13,DHODH,NEDD9,PLCE1,HNRNPL,ABL2,PES1,HMGB1,ACTB,CD47,PVR,CD9,SPP1,S1PR1,GLIS2,SCRIB,ALCAM,CTNNB1,EZR,DPYSL2,PTK2,TIMP2,ADAR,COMMD8,FAS,ETS1,MR1,BID,ITGA5,L1CAM,FLT3LG,GNAI1,CCN1,FOXP1,ST14,S100A4,AQP3,TP53,MYADM,TGFBI,GJB2,YTHDF1,FN1,NT5E,FOXO1,GSDMD,VASP,TXN,IPMK,FYB1,SOS1,HLA-A,PTGS2,CKLF,PSAT1,CDC42,PLAU,C3,ITGAV,TRAPPC4,THBS1,NFKBIA,MYH9,MAPKAP1,GATA3,IFNGR1,HIF1AN,STAT3,RXRA,EDN1,PPDPF,CXCL16,FABP5,VEGFC,PIK3C3,SLC7A5,CD74,SVEP1,IRF3,DDIT4,INSR,MLLT11,CXCL8,MAP4K3,MYC,TGFBR2,IL18,ARHGEF2,RRM2,ARF6,TGM2,NOTCH3,GJA1,FLOT1,TRAF2,HCLS1,F11R,MYD88,ITGA3,ITGA2,ITGAE,HSPD1,STOML2,DKK1,ADAM10,NQO1,LDLR,GSDME,STAT1,KRT10,SLC35E1,CANX,KLK5,HSP90AA1,ACKR3,LIPA,BRCA1,KRAS,DIAPH1,BAMBI,GDF15,CTTN,ITGA6,ID3,KLF16,S1PR5,GNAS,HARS1,HIF1A,TIMP3,F3,FHL2,GPRC5A,SHC1	136	
Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	concentration	Concentration of lipid	2.05E-12	 	1.555	 	1.682	ABCC4,DHODH,ANXA6,GALNT2,SH3PXD2B,HNRNPL,USP7,FLOT2,PRPF19,SREBF2,SNCA,GNAQ,HMGB1,BCR,HCAR2,SPP1,SCP2,TAFAZZIN,MAPK9,FBN1,TXNIP,RRN3,LPCAT3,CDKN2C,CTNNB1,SIAH2,PIK3C2B,PTK2,GBA1,IGF1R,SELENOI,TP73,FAS,BID,PLTP,SNX10,ERCC1,LPCAT4,TMEM106B,CD59,HMGCR,NDRG1,NPC2,RHOC,CNN2,DHRS3,NPTN,YTHDF1,BRMS1,ZPR1,CHLSN,S100A8,RDH11,WWTR1,APOL6,PHLDA1,SLC7A11,CEBPB,PTGS2,ENTR1,TET2,PRKACA,APEX1,AFAP1,PLPP3,PLAU,C3,EEF1A2,THBS1,MTMR3,JDP2,MYH9,HIF1AN,STAT3,IL1RN,CDKN2D,EDN1,FABP5,CTSD,HSF1,INSIG1,NAA10,HNRNPK,IRF3,FSTL1,OLR1,VAV2,CXCL8,ARF1,MYC,TGFBR2,IL18,PI4KB,PRNP,SPRING1,MARCKS,ACSS1,IFI16,PER2,NQO1,DNM1L,ITCH,ALDH2,TRMT61A,GPAT3,UPF2,GOLM1,INPP4A,HSD17B11,ADIPOR1,PON2,NSUN2,SRA1,SPART,LIPA,CREG1,BAMBI,G6PD,IRS2,STK39,NR2F2,CRYBB2,DHCR24,NAMPT,CCDC80,ACLY,ARV1,ACOT13,THEM6,ADA,ERG28,ATP1A1,INPPL1,HMGN1,ATF3,BMP4,GAPDH,HS6ST1,PIP5K1A,SCD,ARNT,MDH2,GK,ALDH3A2,CYP1B1,LYPLA2,TRIB1,B3GNT5,ECI1,FOXA1,AKR1B1,EHD2,PGAM5,GNAI1,LYPLAL1,FASN,IRS1,SC5D,EPHA2,AQP3,TP53,STARD4,FKBP4,LIMA1,IGFBP3,FOXO1,TARDBP,MAP4K4,UCHL1,PLIN2,CEBPA,TMCO1,NCEH1,AP1M2,IDH1,PLAAT3,DKK3,PLD3,ASS1,LSR,PCLAF,HYCC1,PSMB5,RAI1,IFNGR1,RAB7A,GLUD1,TMED2,RXRA,JARID2,ENO1,SDHD,PLA2G4A,PIK3C3,MGAT4A,INSR,ATP2A2,G0S2,NNT,NMU,SERPINE1,ARF6,TGM2,NOTCH3,FLOT1,UBIAD1,PHGDH,VDAC1,MYD88,PHEX,STOML2,DKK1,PCYT2,PRDX3,LDLR,ANO1,CDKN1A,PSAP,CANX,ARL6IP1,IGFBP6,TRMT6,TGFA,FMR1,BRCA1,KRAS,NUCB2,SGPP1,ACADVL,GDF15,FH,AKT2,PCTP,GNAS,HIF1A,MFSD2A,EPAS1,HMGA1,GPRC5A,PTTG1,PTHLH,GPD2	242	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	aggressive mature B-cell lymphoma	Aggressive mature B-cell lymphoma	2.22E-12	 	 	 	 	RAE1,NEK2,MAP4K5,PLCE1,UBE3B,USP7,KIFC1,HMGB1,PPP2R5A,MAPKBP1,LAMB3,BCR,EXOSC6,SCP2,CDC6,FTSJ3,MYO10,TOP2A,ESF1,CTNNB1,PABPC1,TBL1XR1,CDC123,SLC25A39,HLA-B,FAS,IQCE,KIAA0319,ERCC1,LPCAT4,WDR3,ACTR2,RMI2,MCM7,FOXP1,YKT6,NPC2,SLC16A1,RGS3,NIN,TGFBI,BTG2,KRT19,YTHDF1,SIN3A,CKAP2,CEP128,UBE3A,MRM2,PRP4K,TET2,RHEB,SLC27A5,ZC3H14,TUBB3,STOX2,EHD1,THBS1,MPRIP,STAT3,FABP5,DIP2C,VSIG10,DMD,PRC1,TMEM30A,CXCL8,MYC,CCND1,FAM83D,RRM2,ANKRD50,TRAF2,ACSS1,NQO1,GNL3,LARP1,NUF2,CHD8,AVEN,HSP90AA1,NSUN2,PAK2,UTP4,CHD1L,CRYBB2,TRIM28,ZNF91,PROM2,NAA35,ACLY,TUBA4A,TUBB2A,MPV17,DSEL,SQSTM1,ADA,NCOR2,EIF3G,GNA13,PRMT5,ASMTL,PNN,FXR1,ATF3,GARS1,NOP16,DCK,FERMT1,MKI67,NOL7,NOL12,EZR,KRT5,NFIA,FAM83H,ECI1,PCSK5,NFE2L3,MTHFD1L,MARK1,ETS1,GNAI1,ST14,BIRC3,CBX4,TP53,PER3,PARP14,POLB,FOXO1,RPN2,SRRM2,POLE4,B2M,AFAP1L2,CHST11,CEBPA,CAMTA1,MAP7D3,SUZ12,CENPF,NDUFA3,SRRT,DHX34,MDM2,TFDP1,CDK1,CDC42BPB,PFKP,PSAT1,ITGAV,MRPL58,CHD1,PSMB5,TUBA1C,NFKBIA,RAI1,CD63,ZFP36L1,NIBAN1,FAT1,DDX42,SPAG5,REL,ADSL,DYNC1H1,SVEP1,PIM1,ASPM,SEMA3D,RPF1,TUBB4B,MFSD11,PSMD1,ATIC,LBH,IKBKE,PLEKHG3,PHGDH,VDAC1,MYD88,PSMB1,DHFR,PGK1,PSMD2,BRCA1,KRAS,DDX10,AKAP8,TNIP2,ID3,RELA,TNFAIP3,ETV6	195	
Gene Expression, RNA Post-Transcriptional Modification	binding	Binding of RNA	2.25E-12	 	-0.705	 	-0.521	EIF3G,PLAU,RPL13A,IFIT1,EEF1A2,SBDS,PES1,SYNCRIP,RXRA,JARID2,AGO2,ZFP36,PTPN13,LINC00941,HNRNPK,EIF3A,FUS,CTNNB1,PABPC1,GRSF1,MYC,HNRNPA1,PRNP,EIF2D,IFIH1,CCND1,TP73,ZNF217,TGM2,KRT17,SNHG6,OIP5-AS1,MOV10,TP53,USP36,RPL5,FN1,LARP1,ALDH2,SCARA3,RAN,SSB,TARDBP,PPM1G,FMR1,BRCA1,KRAS,SRSF1,RBM47,EIF3D,KDM1A,SRRT,NAT10,ILF3,SLC27A5,HNRNPA2B1,SLIRP,CDK1	58	
Embryonic Development, Organismal Development, Tissue Morphology	size	Size of embryo	2.33E-12	 	 	 	 	CDC42,LMO4,C3,RBL2,METRN,SMO,SFRP1,SLC25A19,USP7,XRCC2,STAT3,BMP4,ZFP36L1,HS6ST1,ARNT,PIK3C3,GATAD2A,REL,NAA10,RRN3,CTNNB1,ELOA,COLGALT1,ITGB8,MORF4L2,COMMD1,PTK2,TMEM107,LIN28B,IGF1R,SEPHS1,MYC,TGFBR2,SET,GJA1,UBIAD1,PHGDH,UBR2,FOXP1,ADAM10,MORF4L1,TCF7L1,APH1A,METAP2,TP53,LAMA5,GPR161,WDR4,SPTBN1,GJB2,NDUFA13,DNM1L,BTG2,CFL1,FN1,E2F8,KIF5B,TPM1,WASF2,CXADR,FGFR3,BRCA1,KRAS,G6PD,PAK2,RAD50,NASP,LMO2,TXNRD1,PXN,IPMK,RNASEH2B,EPN1,RELA,NUMB,SUZ12,HIF1A,F3,MDM2,RHEB,DAB2,RAD51,TFDP1,DAG1,PTTG1,GADD45GIP1,NPRL2	87	
Cell Death and Survival, Organismal Injury and Abnormalities	cell death	Cell death of sarcoma cell lines	2.56E-12	 	0.955	 	0.916	NEK2,DKK3,PLAU,DHODH,SFRP1,RRP1B,MDC1,NFKBIA,MAT2A,ATF3,ATR,SCD,OTUB1,GPS2,NFKBIZ,SPP1,REL,TOP2A,NUAK1,HTRA2,CCDC8,IRF3,CABLES2,GAS5,STK38,IGF1R,CHAC1,MYC,NCL,TP73,BCLAF1,SERPINE1,DUSP6,FAS,ETS1,BID,RPS15,S100A11,CCT6A,OAZ1,MYD88,IFI16,ATAD2,BIRC3,PIAS1,TP53,FAM111B,RPS20,SIPA1L1,ETHE1,PPP1R13L,GSDME,STAT1,CDKN1A,LAMP2,CDH1,BIK,HK2,CASP7,ATG14,GSDMD,BAG1,FAM111A,RELA,NUMB,CCT4,NDUFS2,TRIM28,NAMPT,CTSB,HIF1A,TIMP3,TET2,NAT10,SVIL,MDM2,RAD51,PTTG1	78	
Cellular Movement, Embryonic Development	migration	Migration of embryonic cell lines	2.59E-12	 	0.897	 	1.152	CDC42,ABCC4,PLAU,C3,NEDD9,EHD1,STAT3,HMGB1,SKP2,TBX3,VEGFC,NCK1,TIGAR,RPL39,EFNB1,TXNIP,EPHB3,DLG1,CRYAB,RANBP9,PABPC1,PIK3C2B,PTK2,LIN28B,IGF1R,APPL1,RIN1,SERPINE1,PPIF,L1CAM,EFEMP1,CCN1,GPC1,ITGA2,RHOC,EPHA2,CYTH2,FN1,CDKN1A,CLIC4,IGFBP3,NPM1,CTTN,ID1,PALLD,TXNRD1,IPMK,AKT2,RELA,MYL6,HARS1,CENPF,CTSB,MDM2,TUBB2A,FOSL1	56	
Cell-To-Cell Signaling and Interaction, Cellular Assembly and Organization, Cellular Function and Maintenance	formation	Formation of focal adhesions	2.63E-12	Decreased	-2.980	 	-2.765	CDC42BPB,CDC42BPA,CDC42,GNA13,EHD1,THBS1,MYH9,HMGB1,ACTG1,EDN1,PIP5K1A,S100A10,BCR,SPP1,NCK1,S1PR1,ARHGEF3,EZR,CORO1C,NRG1,POLDIP2,ACTN1,PTK2,GREM1,CCND1,NRP1,NET1,GNG12,ARF6,TGM2,ASAP1,MACF1,ITGA2,TNS4,LIMCH1,RHOC,RNF7,DMTN,AKAP12,CFL1,FN1,TNS3,TPM2,KRAS,MAP4K4,CTTN,RRAS2,PAK1,PXN,FYB1,PTGS2,RRAS	52	
Cancer, Immunological Disease, Organismal Injury and Abnormalities	thymic epithelial tumor	Thymic epithelial tumor	2.63E-12	 	 	 	 	ADA,PFKP,NEK2,TUBB3,FXR1,TUBA1C,XRCC2,GARS1,FABP5,MKI67,CDC6,TOP2A,NOL7,PRC1,PABPC1,KRT5,ASPM,RPF1,TUBB4B,CXCL8,IGF1R,MYC,NFE2L3,ARHGEF2,ATIC,RRM2,LBH,KRT17,ERCC1,VDAC1,YKT6,NPC2,TP53,DHFR,ITCH,NUF2,IGFBP3,GOLM1,HSP90AA1,FOXC1,FGFR3,KRAS,RPN2,CKAP2,AKT2,RELA,CHD1L,GART,TUBA4A,TUBB2A,MPV17,CDK1	52	
Cellular Development, Cellular Growth and Proliferation, Organ Development, Skeletal and Muscular System Development and Function, Tissue Development	proliferation	Proliferation of smooth muscle cells	2.66E-12	Decreased	-2.834	 	-2.720	PFKP,IGFBP4,LPAR1,ABCC4,GNA13,PLAU,THBS1,MYH9,IFNGR1,STAT3,IL1RN,HMGB1,BMP4,SKP2,CD47,EDN1,CXCL16,HMGA2,SPP1,CYP1B1,FAT1,PLA2G4A,CDC6,S1PR1,FBN1,HBEGF,PDCD4,CTNNB1,INSR,TRIB1,ATP2A2,PIM1,PTK2,EREG,CXCL8,IGF1R,MYC,TGFBR2,IL18,CCND1,CAMK2G,AKR1B1,SERPINE1,ARF6,TGM2,NOTCH3,GJA1,GNAI1,CCN1,MYD88,LRRFIP1,FOXP1,ITGA2,HMGCR,DDR1,HSPD1,TFPI2,IRS1,NQO1,METAP2,TP53,MYADM,STAT1,CDKN1A,IGFBP3,TPM1,FOXO1,SERPINB5,G6PD,ID1,ID2,PAK1,TXN,MNAT1,ID3,RELA,GNAS,TNFAIP3,NAMPT,PTGS2,HIF1A,TIMP3,NAA35,ILF3,F3,CKLF,PTHLH,SHC1	88	
Developmental Disorder, Organismal Injury and Abnormalities	neurodevelopmental delay or intellectual disability	Neurodevelopmental delay or intellectual disability	2.71E-12	 	 	 	 	SATB1,NSDHL,CARNMT1,TRAPPC6B,POLR2F,UBE3B,USP7,CRELD1,ATR,WDR1,FBN1,PIAS3,EMILIN3,CTNNB1,GRAMD1B,PABPC1,SERPINB7,SAMD9L,TRAF7,GBA1,PTK7,IGF1R,SEPHS1,TBL1XR1,FOXG1,TARS1,NFIX,CAMK2G,TP73,SET,POLR3A,EBP,AP1S3,EI24,ACTR2,NLGN4X,MACF1,FOXP1,SMARCA2,EPB41L1,MED11,LRATD1,GJB2,RPL5,SIN3A,LAMP2,PSMC1,GSDMD,FGFR3,SRSF1,ADK,RTN4R,UBE3A,RAD21,PAX6,RALA,RHEB,CDC42,TNRC6B,ZC3H14,TUBB3,EEF1A2,TRAPPC10,PHF3,SLC25A46,DKC1,CYFIP1,CAT,EDN1,WARS1,DMD,NAA10,ERCC2,HNRNPK,CCDC8,SPAG9,TCP1,POLR3GL,PYCR1,CCNK,PPP1CB,KDSR,CCPG1,ADGRL1,TBP,NIPA1,GCNT2,ELAC2,MCM3AP,SLC39A13,DDX6,ALDH2,PPP2R1A,NAE1,CHD8,ADNP,INPP4A,LAS1L,NSUN2,PRR12,TUBB,SSBP3,RNASEH2B,CHD1L,CCDC88C,TUBB2A,DAG1,NCKAP1,THEM6,B3GLCT,ATP1A1,FXR1,TSPO,SBDS,ACTB,BMP4,SAMD9,PIP5K1A,PHACTR3,AGO2,MDH2,MDH1,HERC2,NOTCH2NLA/NOTCH2NLB,CD24,NFIA,OXR1,FAM83H,CLDN11,SLITRK6,OPA1,COL9A2,L1CAM,GNAI1,MBD4,GPC1,FASN,MPDZ,RBMX,HDLBP,SPTBN1,WIPI2,ATP1B1,UGDH,NRXN2,LRP4,SRRM2,PAK1,WDR37,SLC1A4,SLC46A1,PDZD2,BCS1L,CAMTA1,KDM1A,TMCO1,SLC17A5,CCNA2,SLC25A12,RPL10,CDC42BPB,DKK3,POLR2A,STRN4,CHD1,HYCC1,TRAPPC4,SEL1L,PPP2R5C,RAI1,DCAF6,ZFP36L1,RUSC2,IVD,DYNC1H1,NEMF,NFIB,SEC31A,ODC1,EMC10,OTUD6B,ASPM,ANK3,ZIC1,ANKH,SERPINE1,RARG,VRK1,NOTCH3,NIPA2,PHEX,HECTD1,HSPD1,PCYT2,COA8,SNRNP70,NDUFA13,LDLR,SYPL1,PHF6,CDKN1A,PGK1,GLT8D2,SUPT16H,MAOA,NSUN6,ZMYND11,FMR1,DIAPH1,PTH2R,ACADVL,TIMM50,RRBP1,ATP2B1,LETM1,GNAS,FGD3,LYSET,RSRC1,PPP2R2B,COASY,SNRPB	222	
Neurological Disease, Organismal Injury and Abnormalities	cerebral atrophy	Cerebral atrophy	2.73E-12	 	-0.762	 	-0.842	SQSTM1,CDC42,UBE2M,C3,NFKBIA,PSME3,ABL2,CD63,ENO1,CD9,CTSD,CLCN3,UBE2R2,CD74,UBE2G2,FUS,GRAMD1B,TIMP2,PSME2,IL18,HNRNPA1,PRNP,TALDO1,MAP2K6,PSMB9,UBE2D4,FLT3LG,EIF2S1,TRAPPC3,HMGCR,SPG21,ADAM10,YWHAH,METAP2,ERGIC1,CTSV,SNCG,PSMD9,STAT1,ENO2,LAMP2,RAN,LHFPL6,APOL1,PSMA5,TARDBP,KRAS,RPN2,UBE2N,UBE2D3,AKT2,G2E3,CCT8,CTSH,MOB3B,MAL2,KDM1A,NAMPT,CTSB,RNF114,CHCHD10,VARS1,PRKACA,HNRNPA2B1,SHC1,TOMM40	66	
Cancer, Neurological Disease, Organismal Injury and Abnormalities	anaplastic oligodendroglioma	Anaplastic oligodendroglioma	2.76E-12	 	 	 	 	RAE1,MAP4K5,PLCE1,UBE3D,UBXN1,MAPKBP1,FAM114A1,LAMB3,AFF1,SERPINB13,WDR1,GPS2,MAPK9,HNRNPDL,FAM171B,FBN1,BTN3A2,RRN3,RTCB,CDKN2C,SIAH2,PABPC1,ITGB8,PIK3C2B,SAMD9L,PTK7,APPL1,ANP32E,RALGPS2,CAMK2G,NRP1,SLC25A39,BCLAF1,PLTP,MICAL2,POLR3A,GNA15,QSOX2,ARB2A,PAPOLA,PHF20,SLCO4A1,RMI2,MCM7,GRTP1,PROSER2,EIF3B,GNPNAT1,ZC3H11A,LRATD1,KRT4,RPL5,YTHDF1,BRMS1,MXD1,DDX54,HK2,KLHL42,PRSS3,GANC,GSDMD,PIH1D1,WWTR1,LRP10,CEP128,DAAM1,NUMB,RAD21,ALKBH2,PRP4K,ADPGK,TM7SF3,HIPK2,SLC27A5,SPOUT1,AFAP1,AMOTL1,PLAU,ZC3H14,SAMD4A,TUBB3,EHD1,NRDE2,PDCD11,PPP4R3A,SLC25A46,DENND11,CAT,CACTIN,FABP5,CDC42EP3,DIP2C,DMD,XPO6,HSF1,PDCD4,GEMIN5,IRF3,SPAG9,TCP1,ADAM15,RGS20,HAUS2,ZNF830,CCND1,ARHGEF2,YLPM1,PPP1R15A,PRRC2C,AGBL5,KRT15,ADGRL1,ASAP1,DHDDS,SSRP1,OSGEPL1,ADAM10,SAFB,MAP3K13,LAMA5,MCM3AP,XRCC6,E2F8,GSDME,DDX6,UPF2,CHD8,INPP4A,LGALS3BP,LIPA,CTDSPL,IRS2,ANK1,PKP1,PXN,DISP2,BZW1,ANO8,CCDC80,ACLY,NAT10,TUBA4A,DDX27,ECT2,TUBB2A,DAG1,DSEL,ZNF473,SQSTM1,ABCB6,LAMC1,INPPL1,SERF2,ADPRS,KLC1,NIBAN2,PIP5K1A,SCD,ARNT,SERPINB2,RNF40,KANK4,HERC2,CHPF,NFIA,SRGAP1,OXR1,TIMP2,ERAP1,CLDN11,PCSK5,NID2,TUT1,CHMP2A,OPA1,GRWD1,SAV1,AMOTL2,MBD4,RNF213,IRS1,CKB,TP53,TRIM44,CTSV,SPTBN1,DNTTIP1,WIPI2,RPRD2,SMYD5,NT5E,LRP4,MAP4K4,SRRM2,UCHL1,PAK1,NOL8,YRDC,RABGAP1L,SART1,NOSIP,PDZD2,CAMTA1,HSPA4,KDM1A,MAP7D3,SUZ12,SRRT,KREMEN1,LPXN,VTI1B,IDH1,CDC42BPB,FBH1,DKK3,PPP4R1,SMAD6,SEL1L,TUBA1C,RAI1,IFNGR1,KIAA0040,PSMB7,PDP2,UNC5B,EXOC5,CHCHD4,FAT1,GATAD2A,HMMR,SLC7A5,PTPN14,DYNC1H1,EPHB3,SFSWAP,MX1,SVEP1,PITPNM3,DDIT4,SEC31A,INSR,ATP2A2,POLR2C,MTUS1,LIN28B,KDM1B,TUBB4B,ANK3,POGK,WIZ,EIF2D,SNX8,CLPTM1L,PSMB4,IFIH1,PSMD1,KIAA1549L,STT3A,RARG,SLC5A6,HS3ST1,ECE2,MYBBP1A,NOTCH3,TMEM184A,HCLS1,PLEKHG3,FAM20C,PHEX,HECTD1,ARL8B,CLDN1,COA8,PARP6,RBM19,PGK1,PSAP,CANX,CDH1,TRIP11,TIAM2,PSMD2,CASP7,PSMA5,ARHGEF18,BRCA1,DIAPH1,CENPV,TIMM10,MNAT1,UTP18,MYH10,MGAT4B,PHLDB1,CCNH,RPL36A-HNRNPH2,GAR1,RSRC1,ILF3,COASY,EPAS1,GPRC5A,NPRL2,ALG8	304	
Hematological System Development and Function, Tissue Morphology	quantity	Quantity of myeloid cells	2.82E-12	 	0.594	 	0.648	ADA,SRP54,MFAP5,LGMN,PLCE1,ATF3,SNCA,GNAQ,HMGB1,BMP4,DCK,CD47,NFKBIB,HMGN5,SERPINB2,HMGA2,BCR,ZFP36,GPS2,CD9,SPP1,TAFAZZIN,TLE4,MAPK9,S1PR1,HBEGF,CTNNB1,TRIB1,SERPINB7,CD24,PTK2,GBA1,TIMP2,GREM1,IGF1R,NFE2L3,RGS10,FAS,BID,FLT3LG,ERCC1,FOSL2,EPHA2,SLC16A1,CD82,TP53,TGFBI,CNN2,DNASE2,E2F4,PPP1R13L,DMTN,MXD1,IGFBP3,NT5E,RTN3,RCOR1,GSDMD,MPP1,S100A8,ITGB5,ID1,VASP,TXN,WWTR1,B2M,FYB1,SOS1,CEBPA,DUSP5,CEBPB,PTGS2,TET2,UNC93B1,MDM2,RHEB,NEDD8,CDK1,CDC42,PLAU,C3,ITGAV,RBL2,PLD3,SMO,PCLAF,THBS1,NFKBIA,GATA3,IFNGR1,HIF1AN,STAT3,SLC33A1,JARID2,UNC5B,TMOD3,FABP5,TMPO,TSPAN33,MATN2,DMD,SLC29A3,REL,RB1CC1,IRF3,INSR,PIM1,LIN28B,CXCL8,NMU,PTRH2,MYC,TGFBR2,IL18,IFIH1,CCND1,PPP1R15A,SERPINE1,GADD45A,TGM2,GJA1,TRAF2,LAMTOR1,MT2A,MYD88,ITGA3,DDR1,DKK1,LITAF,ADAM10,CLDN1,NQO1,CYTH2,OCIAD1,AGR2,NDUFA13,LDLR,DHFR,PHF6,STAT1,CDKN1A,CLIC4,TOLLIP,BIK,CHD8,TGFA,KRAS,DIAPH1,NUCB2,PAK2,GDF15,ID2,SLPI,S1PR5,PLEK2,RELA,MGAT4B,TRIM28,SH2B3,GNAS,PBX1,TNFAIP3,CTSB,ARID4B,HIF1A,PROM2,TIMP3,F3,FHL2,EPAS1,NPRL2	171	
