© 2000-2026 QIAGEN. All rights reserved.

Analysis Details for My Projects->KKH_SCpops_tagseq->MDA-MB-231_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:58 AM->matched_F_C6C8_vs_MPV_lfc
Workspace	My Projects
Project	KKH_SCpops_tagseq
Analysis	matched_F_C6C8_vs_MPV_lfc
Date	Mon Aug 10 09:59:06 PDT 2026
Analysis ID	43603595

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
(confidence = Experimentally Observed) AND
(data sources = An Open Access Database of Genome-wide Association Results OR BIND OR BioGRID OR Catalogue Of Somatic Mutations In Cancer (COSMIC) OR Chemical Carcinogenesis Research Information System (CCRIS) OR Clinical Genome Resource (ClinGen) OR ClinicalTrials.gov OR ClinVar OR Cognia OR DIP OR DrugBank OR Gene Ontology (GO) OR GVK Biosciences OR Hazardous Substances Data Bank (HSDB) OR HumanCyc OR Ingenuity Expert Findings OR Ingenuity ExpertAssist Findings OR IntAct OR Interactome studies OR MIPS OR miRBase OR miRecords OR Mouse Genome Database (MGD) OR Obesity Gene Map Database OR Online Mendelian Inheritance in Man (OMIM) OR Reactome OR TarBase OR TargetScan Human OR TargetScan Mouse)

Canonical Pathways for My Projects->KKH_SCpops_tagseq->MDA-MB-231_all_contrasts_compiled_noPooled_withshrinkage - 2026-08-10 11:58 AM->matched_F_C6C8_vs_MPV_lfc
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
PKCθ Signaling in T Lymphocytes	-0E00	0.5	3.39E-02	CAMK2D,HLA-A,HLA-B,HLA-DRA,IKBKE,IKBKG,ITPR3,MAP3K1,MAP3K3,MAPK8,NFATC2,NFKB1,NFKBIB,NRAS,PIK3CD,PLCG1,RAP2A,RELB,RRAS	
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	-0E00		7.69E-02	STAT3	
Peptide hormone biosynthesis	-0E00		8.33E-02	INHBA	
Phagosome Formation	-0E00	-0.39056673294247163	8.91E-02	ADGRF1,ADGRF5,ADGRG1,ADORA2B,ADRB2,AP1M2,AP1S2,APBB1IP,ARF6,ARFIP2,ARPC1A,ARPC1B,ARPC3,ARPC5L,C3,CCRL2,CDC42,CLIP1,CMKLR2,DIAPH1,F2RL1,FN1,FZD1,FZD7,GPR161,GPR68,GPR89A,GPRC5A,GPRC5B,HTR7,ITGA3,ITGA5,ITGA6,ITGB2,ITGB5,ITPR3,LGR4,LIMK1,LPAR1,MYL12A,MYL12B,MYL9,MYLK,MYO10,MYO18A,NRAS,P2RY2,PIK3CD,PLAAT4,PLCG1,PNPLA2,PRKCA,PRKCE,PRKCI,RAP2A,ROCK1,RRAS,SCARA3,SPHK1,TLR4,VIPR1,WASL,YES1	
Phospholipase C Signaling	-0E00	1.5689290811054724	3.46E-02	ARHGEF1,ARHGEF18,ARHGEF7,ATF4,CALM1,CDC42,CREB3L2,GNAS,GNG11,HDAC6,ITGA3,ITGA5,ITGA6,ITGB2,ITGB5,ITPR3,MEF2A,MPRIP,MYL12A,MYL12B,MYL9,NFATC2,NFKB1,NRAS,PEBP1,PLCB3,PLCD3,PLCG1,PPP1CB,PPP1CC,PRKCA,PRKCE,PRKCI,RAP2A,RELB,RHOB,RHOC,RND3,RRAS	
Phospholipases	-0E00	0.0	9.33E-02	GDPD5,PLAAT4,PLCB3,PLCD3,PLCG1,PNPLA2,SMPD1	
Phosphorylated BMAL1:CLOCK (ARNTL:CLOCK) activates expression of core clock genes	-0E00		9.09E-02	CLOCK,NPAS2	
Phosphorylation of CLOCK, acetylation of BMAL1 (ARNTL) at target gene promoters	-0E00		9.09E-02	CLOCK	
Phototransduction Pathway	-0E00		3.57E-02	PDE6D,PRKACB	
Plasma lipoprotein assembly, remodeling, and clearance	-0E00	-1.1338934190276817	9.21E-02	AP2S1,HDLBP,LDLR,NPC2,PRKACB,SOAT1,UBC	
Post-translational modification: synthesis of GPI-anchored proteins	-0E00	-1.1338934190276817	7.53E-02	DPM3,GPAA1,MELTF,PIGB,PIGK,PIGT,PLAUR	
Potassium Channels	-0E00		9.71E-03	GNG11	
Primary Immunodeficiency Signaling	-0E00		7.94E-02	CD40,IKBKG,IL7R,RFX5,TAP1	
Puberty Induction Signaling Pathway	-0E00		8.33E-02	ASXL1,CEBPB,EZH2,GRINA,PHF1,PLCB3,RING1	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	-0E00		9.09E-02	NME2,TYMS	
RHO GTPases Activate NADPH Oxidases	-0E00		4.17E-02	PRKCA	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	1.0	3.64E-02	CALM1,ELK1,ELP1,IKBKE,IKBKG,MAP3K1,MAPK8,NFATC2,NFKB1,NFKBIB,NRAS,PLCG1,RAP2A,RELB,RRAS,TGFB2,TGFBR2	
Regulation of TLR by endogenous ligand	-0E00		9.09E-02	HMGB1,TLR4	
Regulation of TP53 Activity through Association with Co-factors	-0E00		7.14E-02	TP53	
Regulation of beta-cell development	-0E00		2.38E-02	RBPJ	
Regulation of endogenous retroelements	-0E00	1.7320508075688774	8.51E-02	ACTB,ARID1B,DNMT3A,EHMT1,GATAD2A,H2AZ2,H2BC12,H3-3B,MPHOSPH8,SMARCC1,SMARCD1,SS18	
Replacement of protamines by nucleosomes in the male pronucleus	-0E00		7.14E-02	H2BC12,H3-3B,SRPK1	
Retinoate Biosynthesis I	-0E00		6.12E-02	AKR1B1,AKR1C3,RDH11	
Retinol Biosynthesis	-0E00		7.41E-02	AKR1C3,ESD,PNPLA2,RDH11	
Ribotoxic Stress Signaling Pathway	-0E00		3.77E-02	MAPK8,OAS2	
Role of MAPK Signaling in the Pathogenesis of Influenza	-0E00		8.24E-02	MAPK8,NRAS,PLAAT4,PNPLA2,PRKCA,RAP2A,RRAS	
Role of NFAT in Regulation of the Immune Response	-0E00	0.42640143271122083	3.15E-02	CALM1,CSNK1A1,CSNK1E,ELP1,GNA15,GNAI1,GNAI2,GNAI3,GNAS,GNG11,HLA-A,HLA-B,HLA-DRA,IKBKE,IKBKG,IPO5,ITPR3,KPNA1,KPNA2,KPNA3,KPNB1,MEF2A,NFATC2,NFKB1,NFKBIB,NRAS,PIK3CD,PLCB3,PLCG1,RAP2A,RCAN1,RELB,RRAS	
SAPK/JNK Signaling	-0E00	-1.0690449676496976	2.78E-02	CDC42,DUSP10,ELK1,GADD45A,GNG11,MAP3K1,MAP3K3,MAP4K4,MAPK8,NRAS,PIK3CD,RAP2A,RRAS,TP53	
SIRT1 negatively regulates rRNA expression	-0E00		3.57E-02	H2AZ2,H2BC12,H3-3B	
SLAMF Signaling Pathway	-0E00	2.8284271247461903	1.84E-02	AP2S1,ARHGEF7,CD74,CDC42,CXCL1,CXCL8,IL6,MMP1,NFATC2,NFKB1,NRAS,PIK3CD,PLCG1,PTPN11,RAP2A,RASA1,RRAS,TP53	
SPINK1 Pancreatic Cancer Pathway	-0E00	0.4472135954999579	9.23E-02	CPA4,CPD,CTSA,CTSB,F2RL1,TGFBR2	
SUMOylation of intracellular receptors	-0E00		3.45E-02	SUMO3	
Sensory perception of taste	-0E00		2.13E-02	ITPR3	
Serotonin Degradation	-0E00	1.0	4.17E-02	ALDH1B1,ALDH2,EXT2,MAOA	
Signaling by Retinoic Acid	-0E00	-2.0	9.09E-02	AKR1C3,DLD,RDH11,RXRB	
Striated Muscle Contraction	-0E00		8.33E-02	TPM1,TPM4,VIM	
Superpathway of Citrulline Metabolism	-0E00		6.25E-02	ALDH18A1	
Superpathway of Melatonin Degradation	-0E00	0.0	4.40E-02	CYP1B1,CYP2U1,EXT2,MAOA	
Synthesis, secretion, and deacylation of Ghrelin	-0E00		5.00E-02	KLF4	
Systemic Lupus Erythematosus Signaling	-0E00		2.81E-02	CBL,CD2BP2,CD40,HLA-A,HLA-B,HLA-C,HLA-E,IL1A,IL6,LSM1,LSM2,LSM5,LSM7,NFATC2,NRAS,PIK3CD,PLCG1,PRPF19,PRPF4,RAP2A,RRAS,SNRNP70,SNRPB,SNRPB2,SNRPC,SNRPD1,SNRPD3,SNU13,TXNL4A,ZCRB1	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	-0E00	2.4659848095803594	5.49E-02	CALM1,CBL,CCND3,CD40,CSF2,CXCL8,FOXO3,IFIT3,IL1A,IL6,IL6ST,INPP5K,IRAK1,IRF7,LIF,MAP4K4,MYC,NFATC2,NFKB1,NRAS,PAG1,PIK3CD,PLAAT4,PRKCA,PRKCE,PRKCI,PTPN11,RAP2A,RELB,RRAS,SHC3,STAT1,STAT3,STING1,SYNJ2,TGFB2,TNFSF10,TNFSF13,TRAF4,YES1	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	-0E00	-0.18569533817705186	5.27E-02	ATF4,CASP4,CASP6,CBL,CDC42,CREB3L2,ELF1,EZR,GADD45A,GNAI1,GNAI2,GNAI3,HLA-A,HLA-B,HLA-C,HLA-DRA,HLA-E,IL6,MR1,NFATC2,NRAS,PIK3CD,PLCG1,PPP2R5C,PPP2R5D,RAB4A,RAP2A,RHOB,RHOC,RND3,ROCK1,RRAS,STAT3,YES1	
T Cell Exhaustion Signaling Pathway	-0E00	0.2581988897471611	4.23E-02	ACVR2B,FOXP1,HLA-A,HLA-B,HLA-C,HLA-DRA,HLA-E,IL10RB,IL6,MAPK8,MGAT5,NFATC2,NRAS,PIK3CD,PLCG1,PPP2R5C,PPP2R5D,PTPN11,RAP2A,RRAS,STAT1,STAT3,TGFBR2,TGFBR3	
T Cell Receptor Signaling	-0E00	1.8257418583505538	5.63E-02	CALM1,CBL,CSF2,DUSP5,DUSP6,ELK1,ELP1,FOXO3,HLA-A,HLA-B,HLA-C,HLA-DRA,HLA-E,ICAM1,IKBKE,IKBKG,ITGA3,ITGB2,MAP3K1,MAPK8,MR1,NFATC2,NFKB1,NFKBIB,NRAS,PAG1,PIK3CD,PLCG1,PTPN11,RAP2A,RASA1,RELB,RRAS,SHC3,TCF3	
T Helper Cell Differentiation	-0E00		2.11E-02	CD40,HLA-A,HLA-B,HLA-DRA,IL10RB,IL6,IL6ST,STAT1,STAT3,TGFBR2	
TBC/RABGAPs	-0E00	-1.0	9.09E-02	ARF6,RAB4A,RAB8A,TBC1D25	
TEC Kinase Signaling	-0E00	1.7888543819998317	5.35E-02	ACTB,CDC42,GNA15,GNAI1,GNAI2,GNAI3,GNAS,GNG11,GTF2I,ITGA3,ITGA5,ITGA6,ITGB2,ITGB5,MAPK8,NFKB1,PIK3CD,PLCG1,PRKCA,PRKCE,PRKCI,RELB,RHOB,RHOC,RND3,STAT1,STAT3,TLR4,TNFRSF21,TNFSF10,YES1	
TNFs bind their physiological receptors	-0E00		3.45E-02	TNFSF13	
TRIM21 Intracellular Antibody Signaling Pathway	-0E00	-0.5773502691896257	4.92E-02	ANXA2,GMPS,IFI35,IKBKG,IL6,IRF7,NFKB1,PSMA7,PSMB5,PSMB7,PSMB8,PSMB9,PSMC4,PSMD13,PSMD2,PSMD5,PSMD6,PSMD9,PSMF1,SEM1,SQSTM1,STAT1,STING1,TAB2,TP53,UBC,UBE2W,YAP1	
Th17 Activation Pathway	-0E00	1.507556722888818	2.44E-02	AHR,CSF2,HIF1A,HSP90AA1,HSP90AB1,HSP90B1,IL6,IRAK1,NFATC2,NFKB1,RELB,STAT3	
The Visual Cycle	-0E00		7.41E-02	AKR1C3,RDH11	
Thrombin signalling through proteinase activated receptors (PARs)	-0E00		9.38E-02	ARRB2,GNA15,GNG11	
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	-0E00		1.59E-02	EXT2	
Toll-like Receptor Cascades	-0E00		9.38E-02	EEA1,ITGB2,TLR4	
Transcriptional regulation of brown and beige adipocyte differentiation	-0E00		3.23E-02	GATAD2A	
Tryptophan Degradation III (Eukaryotic)	-0E00		4.35E-02	HADH	
Tryptophan catabolism	-0E00		7.14E-02	SLC36A4	
Type I Diabetes Mellitus Signaling	-0E00	1.2649110640673518	3.50E-02	APBB1IP,BID,GAD1,HLA-A,HLA-B,HLA-C,HLA-DRA,HLA-E,IKBKE,IKBKG,IL1RAP,IRAK1,MAPK8,NFKB1,NFKBIB,RELB,SOCS7,STAT1	
Vasopressin regulates renal water homeostasis via Aquaporins	-0E00		6.98E-02	GNAS,GNG11,PRKACB	
Vitamin D (calciferol) metabolism	-0E00		8.33E-02	LGMN	
Xenobiotic Metabolism CAR Signaling Pathway	-0E00	-1.5275252316519468	9.40E-02	ABCC3,ALDH18A1,ALDH1B1,ALDH2,CHST11,CHST3,CHST7,GSTM3,GSTZ1,HS2ST1,HS3ST1,HSP90AA1,HSP90AB1,HSP90B1,NDST1,NRIP1,PPP2R5C,PPP2R5D,PRKCA,PRKCE,PRKCI,RACK1	
Zn Homeostasis Signaling Pathway	-0E00	-0.7276068751089989	6.37E-02	ADGRF1,ADGRF5,ADGRG1,ADORA2B,ADRB2,ANXA1,APEX1,APP,ATF4,BCR,BMP4,CCRL2,CLU,CMKLR2,CREB3L2,ENPP1,F2RL1,FZD1,FZD7,GNA15,GPR161,GPR68,GPR89A,GPRC5A,GPRC5B,GRINA,HLA-DRA,HTR7,IKBKE,IKBKG,IL1A,IL6,ITPR3,LGR4,LPAR1,MMP1,MT1A,MT1E,MT2A,MTF1,NFATC2,NFKB1,OCLN,P2RY2,PARP1,PDE6D,PDE7B,PIK3CD,PLCB3,PRKACB,PRKCA,PRKCE,PRKCI,S100A4,SLC30A1,SLC39A1,SLC39A10,SLC39A6,SLC39A8,SLC9A6,SMAD5,STAT1,STAT3,TGFB2,TLR4,TMEM109,TP53,TRIB3,VIPR1	
nNOS Signaling in Skeletal Muscle Cells	-0E00		4.00E-02	CALM1,ITPR3	
p70S6K Signaling	-0E00	1.1470786693528088	4.08E-02	BCAP31,EEF2,F2RL1,GDPD5,GNAI1,GNAI2,GNAI3,NRAS,PIK3CD,PLCB3,PLCD3,PLCG1,PPP2R5C,PPP2R5D,PRKCA,PRKCE,PRKCI,RAP2A,RPS6,RRAS,SMPD1,YWHAB,YWHAE,YWHAZ	
Caspase activation via Dependence Receptors in the absence of ligand	2E-01		1.00E-01	MAGED1	
Citrulline Biosynthesis	2E-01		1.00E-01	ALDH18A1	
Formation of the posterior neural plate	2E-01		1.00E-01	ZEB2	
Glycine Betaine Degradation	2E-01		1.00E-01	SHMT2	
Protein lipoylation	2E-01		1.00E-01	NDUFAB1	
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	2E-01		1.00E-01	NFATC2	
Urea cycle	2E-01		1.00E-01	SLC25A15	
mRNA Editing	2E-01		1.00E-01	ADARB1	
Bile Acid Biosynthesis, Neutral Pathway	2.18E-01		9.52E-02	AKR1C3,HSD3B7	
Glucocorticoid Biosynthesis	2.18E-01		9.52E-02	EBP,HSD3B7	
Heme Biosynthesis II	2.27E-01		1.11E-01	CPOX	
Leucine Degradation I	2.27E-01		1.11E-01	BCAT1	
Lipophagy	2.27E-01		1.11E-01	PLIN2	
Sphingosine and Sphingosine-1-phosphate Metabolism	2.27E-01		1.11E-01	ASAH1	
Apelin Liver Signaling Pathway	2.38E-01		1.00E-01	EDN1,MAPK8	
Class I peroxisomal membrane protein import	2.38E-01		1.00E-01	ABCD3,FIS1	
Mineralocorticoid Biosynthesis	2.38E-01		1.00E-01	EBP,HSD3B7	
Receptor-type tyrosine-protein phosphatases	2.38E-01		1.00E-01	IL1RAP,PTPRS	
Sonic Hedgehog Signaling	2.41E-01		9.68E-02	ARRB2,HHIP,PRKACB	
Dermatan Sulfate Biosynthesis (Late Stages)	2.52E-01	-0.8164965809277261	9.52E-02	CHST11,CHST3,CHST7,HS2ST1,HS3ST1,NDST1	
Pyrimidine Ribonucleotides Interconversion	2.56E-01		9.76E-02	CANT1,DHX29,NME2,NUDT15	
Histidine Degradation VI	2.58E-01		1.00E-01	CYP1B1,CYP4V2,MICAL2	
Mitochondrial L-carnitine Shuttle Pathway	2.59E-01		1.05E-01	ACSL5,CPT1A	
γ-linolenate Biosynthesis II (Animals)	2.59E-01		1.05E-01	ACSL5,CYB5A	
STAT5 Activation	2.6E-01		1.25E-01	PTPN11	
Sphingomyelin Metabolism	2.6E-01		1.25E-01	SMPD1	
Sucrose Degradation V (Mammalian)	2.6E-01		1.25E-01	ALDOA	
Superoxide Radicals Degradation	2.6E-01		1.25E-01	NQO1	
TRAIL signaling	2.6E-01		1.25E-01	TNFSF10	
rRNA modification in the mitochondrion	2.6E-01		1.25E-01	MRM2	
Dopamine Receptor Signaling	2.74E-01		9.72E-02	MAOA,PPP1CB,PPP1CC,PPP1R10,PPP2R5C,PPP2R5D,PRKACB	
Endocannabinoid Neuronal Synapse Pathway	2.76E-01	-0.30151134457776363	9.55E-02	GDPD5,GNA15,GNAI1,GNAI2,GNAI3,GNG11,GRINA,ITPR3,MAPK8,MGLL,PLCB3,PLCD3,PLCG1,PRKACB,SMPD1	
Paracetamol ADME	2.77E-01		1.03E-01	ABCC3,ABCC4,ABCG2	
Pregnenolone Biosynthesis	2.77E-01		1.03E-01	CYP1B1,CYP4V2,MICAL2	
Retinoic acid Mediated Apoptosis Signaling	2.78E-01	1.3416407864998738	9.84E-02	BID,PARP1,PARP4,PARP8,RXRB,TNFSF10	
Airway Pathology in Chronic Obstructive Pulmonary Disease	2.81E-01		9.65E-02	CSF2,CXCL1,CXCL8,FGF1,IL1A,IL6,LIF,MMP1,TGFB2,TNFSF10,TNFSF13	
Formation of the nephric duct	2.84E-01		1.11E-01	BMP4,PAX8	
Gastrin-CREB signalling pathway via PKC and MAPK	2.84E-01		1.11E-01	NRAS,PRKCA	
Mitochondrial unfolded protein response (UPRmt)	2.84E-01		1.11E-01	FOXO3,HSPA9	
Basal Cell Carcinoma Signaling	2.87E-01	-1.0	9.86E-02	BMP4,FZD1,FZD7,HHIP,TCF3,TP53,WNT7B	
Visual phototransduction	2.92E-01	-2.4494897427831783	1.00E-01	CALM1,CYP4V2,FNTA,METAP2,PRKCA,RDH11	
Acetyl-CoA Biosynthesis I (Pyruvate Dehydrogenase Complex)	2.99E-01		1.43E-01	DLD	
Arginine Degradation VI (Arginase 2 Pathway)	2.99E-01		1.43E-01	PYCR1	
Ceramide Degradation	2.99E-01		1.43E-01	ASAH1	
Inositol Pyrophosphates Biosynthesis	2.99E-01		1.43E-01	IP6K2	
TYSND1 cleaves peroxisomal proteins	2.99E-01		1.43E-01	ACOX1	
Wax and plasmalogen biosynthesis	2.99E-01		1.43E-01	DHRS7B	
Phase I - Functionalization of compounds	3.02E-01	-2.1105794120443453	9.82E-02	AHR,ALDH1B1,ALDH2,BPHL,CYP1B1,CYP2U1,CYP4V2,EPHX1,MAOA,NCOA2,NQO2	
LPS/IL-1 Mediated Inhibition of RXR Function	3.05E-01	0.9045340337332909	9.63E-02	ABCC3,ABCC4,ACOX1,ACSL5,ALDH18A1,ALDH1B1,ALDH2,CHST11,CHST3,CHST7,CPT1A,CRAT,CYP2U1,ECSIT,GSTM3,GSTZ1,HMGCS1,HS2ST1,HS3ST1,IL1A,IL1RAP,IRAK1,MAOA,MAP3K1,MAPK8,NDST1,PAPSS2,SLCO1B3,TLR4	
Polyamine Regulation in Colon Cancer	3.07E-01	-0.8164965809277261	1.02E-01	ARAF,CSNK2B,MYC,ODC1,SAT1,TP53	
Metabolism of steroid hormones	3.07E-01	-2.0	1.05E-01	AKR1B1,HSD17B11,SRD5A3,STS	
Methylglyoxal Degradation III	3.07E-01		1.05E-01	AKR1B1,AKR1C3,CTBP1,DHRS11	
Metabolism of Angiotensinogen to Angiotensins	3.1E-01		1.18E-01	ATP6AP2,CTSD	
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	3.1E-01		1.18E-01	IRS2,NRAS	
Specification of the neural plate border	3.1E-01		1.18E-01	BMP4,TFAP2C	
Zygotic genome activation (ZGA)	3.1E-01		1.18E-01	TP53,YAP1	
FXR/RXR Activation	3.12E-01	-2.8284271247461903	9.74E-02	CSF2,CXCL8,FBP1,GSTM3,GSTZ1,HMGB1,ICAM1,IL1A,IL6,LIF,MAPK8,NFE2L2,NFKB1,NQO1,PCK2,TGFB2,TNFSF10,TNFSF13,TXNIP	
Tryptophan Degradation X (Mammalian, via Tryptamine)	3.15E-01		1.04E-01	AKR1C3,ALDH1B1,ALDH2,DHRSX,MAOA	
Effects of PIP2 hydrolysis	3.19E-01		1.11E-01	ITPR3,MGLL,PRKCE	
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	3.33E-01		1.03E-01	CSNK1A1,CSNK1E,FZD1,FZD7,NCOA2,NCOA4,TCF3,WNT7B	
Neurexins and neuroligins	3.38E-01	0.0	1.05E-01	CASK,DLGAP4,EPB41L1,HOMER1,PDLIM5,SIPA1L1	
Caspase activation via Death Receptors in the presence of ligand	3.4E-01		1.25E-01	TLR4,TNFSF10	
FOXO-mediated transcription of cell death genes	3.4E-01		1.25E-01	FOXO3,PINK1	
PXR/RXR Activation	3.43E-01	-0.3779644730092272	1.04E-01	ABCC3,CPT1A,IL6,PAPSS2,PCK2,PRKACB,SLCO1B3	
Cardiomyocyte Differentiation via BMP Receptors	3.43E-01		1.15E-01	ACVR2B,BMP4,SMAD5	
D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	3.43E-01		1.15E-01	PLCB3,PLCD3,PLCG1	
Arginine Biosynthesis IV	3.46E-01		1.67E-01	GLUD1	
Chondroitin and Dermatan Biosynthesis	3.46E-01		1.67E-01	CSGALNACT2	
Galactose catabolism	3.46E-01		1.67E-01	AKR1B1	
Glycine Cleavage Complex	3.46E-01		1.67E-01	DLD	
Pentose Phosphate Pathway (Non-oxidative Branch)	3.46E-01		1.67E-01	RPIA	
SLC15A4:TASL-dependent IRF5 activation	3.46E-01		1.67E-01	IKBKG	
Zymosterol Biosynthesis	3.46E-01		1.67E-01	LBR	
Antiproliferative Role of Somatostatin Receptor 2	3.47E-01	-1.1338934190276817	1.04E-01	ELK1,GAD1,GNG11,NRAS,PIK3CD,PTPN11,RAP2A,RRAS	
Apelin Pancreas Signaling Pathway	3.51E-01	0.0	1.09E-01	MAPK8,NFKB1,PIK3CD,PRKACB,RELB	
O-linked glycosylation	3.51E-01	1.1547005383792517	1.02E-01	ADAMTS15,ADAMTS6,ADAMTS9,B3GLCT,B4GALT5,B4GALT6,GALNT10,GCNT1,POMGNT1,ST6GALNAC4,THBS1,THSD4	
Apelin Adipocyte Signaling Pathway	3.55E-01	-1.0	1.03E-01	GNAI1,GNAI2,GNAI3,GPX1,GPX3,GSTZ1,HIF1A,MAPK8,PRKACB,PTGES	
Chondroitin Sulfate Biosynthesis (Late Stages)	3.58E-01	-0.3779644730092272	1.06E-01	CHST11,CHST3,CHST7,CSGALNACT2,HS2ST1,HS3ST1,NDST1	
Growth hormone receptor signaling	3.68E-01		1.20E-01	IRS2,STAT1,STAT3	
Insulin processing	3.68E-01		1.20E-01	EXOC1,EXOC2,EXOC5	
Role of Cytokines in Mediating Communication between Immune Cells	3.72E-01		1.09E-01	CSF2,CXCL8,IL1A,IL24,IL32,IL6	
Interleukin-15 signaling	3.73E-01		1.33E-01	IL15RA,STAT3	
Mevalonate Pathway I	3.73E-01		1.33E-01	HMGCS1,PMVK	
Pentose phosphate pathway	3.73E-01		1.33E-01	G6PD,RPIA	
Regulation of cholesterol biosynthesis by SREBP (SREBF)	3.73E-01		1.33E-01	INSIG1,KPNB1	
Telomere Extension by Telomerase	3.73E-01		1.33E-01	POT1,TERF2IP	
Axonal Periodic Cytoskeleton Signaling Pathway	3.79E-01	-0.3333333333333333	1.06E-01	ACTB,CAPN2,CAPN5,DMTN,PRKCA,PRKCE,PRKCI,SCN5A,YES1	
Class B/2 (Secretin family receptors)	3.82E-01	-1.2649110640673518	1.05E-01	ADM,CRCP,FZD1,FZD7,GNAS,GNG11,RAMP1,UCN2,VIPR1,WNT7B	
RUNX1 regulates megakaryocyte differentiation and platelet function	3.82E-01	0.6324555320336759	1.05E-01	H2AZ2,H2BC12,H3-3B,MOV10,MYL9,PRMT1,SETD1B,THBS1,TNRC6B,WDR5	
PI3K Cascade	3.9E-01	0.4472135954999579	1.14E-01	FGF1,FGFR1,IRS2,PTPN11,TRIB3	
Pyrimidine Ribonucleotides De Novo Biosynthesis	3.9E-01		1.14E-01	CANT1,DHX29,NME2,NUDT15,UMPS	
Mitochondrial biogenesis	3.91E-01	1.1338934190276817	1.09E-01	CALM1,GLUD1,HELZ2,NCOA2,PPRC1,TFAM,TWNK	
Fatty Acid β-oxidation I	3.91E-01		1.18E-01	ACSL5,ECHS1,ECI2,HADH	
Stearate Biosynthesis I (Animals)	3.93E-01		1.08E-01	ACSL5,CTBP1,DHCR24,DHRS11,DHRSX,ELOVL6,OSGEP,SRD5A3	
Leptin Signaling in Obesity	3.94E-01		1.07E-01	GDPD5,PIK3CD,PLCB3,PLCD3,PLCG1,PRKACB,PTPN11,SMPD1,STAT3	
Transport of bile salts and organic acids, metal ions and amine compounds	3.94E-01	0.3333333333333333	1.07E-01	SLC22A4,SLC30A1,SLC31A1,SLC39A1,SLC39A10,SLC39A6,SLC39A8,SLC41A2,SLC44A2	
White Adipose Tissue Browning Pathway	3.95E-01	-0.6324555320336759	1.03E-01	ATF4,CEBPB,CREB3L2,CTBP1,CTBP2,E2F3,E2F7,FGFR1,FGFRL1,GNAS,ITPR3,LDHA,PRKACB,RXRB,TFDP1	
Other interleukin signaling	3.96E-01		1.25E-01	CSF1,IL10RB,IL32	
Corticotropin Releasing Hormone Signaling	3.97E-01	0.0	1.03E-01	ATF4,CALM1,CREB3L2,ELK1,GAD1,GNAI1,GNAI2,GNAI3,GNAS,ITPR3,MEF2A,PLCG1,PRKACB,PRKCA,PRKCE,PRKCI	
NoRC negatively regulates rRNA expression	3.98E-01	1.507556722888818	1.06E-01	CCNH,GTF2H5,H2AZ2,H2BC12,H3-3B,POLR1D,POLR1G,POLR2F,POLR2H,SAP18,TTF1	
IL-13 Signaling Pathway	4.02E-01	0.8320502943378437	1.05E-01	DUSP1,FAM120A,FOSL2,IL13RA1,IL24,MAOA,PIK3CD,ROCK1,STAT1,STAT3,TGFB2,TP53,YES1	
2-oxobutanoate Degradation I	4.06E-01		2.00E-01	DLD	
CMP-N-acetylneuraminate Biosynthesis I (Eukaryotes)	4.06E-01		2.00E-01	NANS	
Ciprofloxacin ADME	4.06E-01		2.00E-01	ABCG2	
Formation of lateral plate mesoderm	4.06E-01		2.00E-01	BMP4	
Formation of xylulose-5-phosphate	4.06E-01		2.00E-01	SORD	
Lysine Degradation II	4.06E-01		2.00E-01	AASS	
Melatonin Degradation II	4.06E-01		2.00E-01	MAOA	
Myo-inositol Biosynthesis	4.06E-01		2.00E-01	BPNT2	
Proline Biosynthesis II (from Arginine)	4.06E-01		2.00E-01	PYCR1	
Pyruvate Fermentation to Lactate	4.06E-01		2.00E-01	LDHA	
Reelin signalling pathway	4.06E-01		2.00E-01	SH3KBP1	
Trans, trans-farnesyl Diphosphate Biosynthesis	4.06E-01		2.00E-01	GGPS1	
Transmission across Electrical Synapses	4.06E-01		2.00E-01	PANX1	
NCAM signaling for neurite out-growth	4.09E-01	-0.3779644730092272	1.11E-01	COL4A1,COL4A2,COL5A1,COL6A1,FGFR1,NRAS,PRNP	
Colanic Acid Building Blocks Biosynthesis	4.1E-01		1.43E-01	UGDH,UGP2	
Role of IL-17A in Psoriasis	4.1E-01		1.43E-01	CXCL1,CXCL8	
